486.92, 200.19
118.68, 98.28
62.49, 348.57
313.29, 257.20
206.71, 77.31
14.50, 1.87
163.07, 195.96
97.78, 472.07
404.17, 101.24
337.90, 228.15
489.40, 460.57
95.14, 47.93
134.74, 54.33
421.89, 112.74
344.08, 99.21
242.06, 18.30
435.52, 280.45
236.76, 396.32
71.04, 288.27
53.34, 352.06
165.59, 70.01
145.47, 30.32
348.25, 441.28
62.33, 280.40
270.17, 275.83
498.34, 207.20
45.69, 222.76
470.49, 382.97
70.38, 201.79
410.15, 326.09
292.95, 290.10
135.85, 216.61
164.73, 216.32
120.06, 293.61
116.10, 130.41
55.89, 408.07
358.52, 434.67
493.86, 376.54
22.47, 127.29
465.93, 135.93
205.75, 351.29
386.76, 108.63
88.22, 234.35
402.80, 189.02
2.73, 485.66
113.27, 308.90
206.47, 213.60
99.51, 108.60
205.66, 255.56
424.10, 445.53
231.68, 460.38
276.56, 176.70
133.03, 286.69
74.91, 35.30
22.58, 420.83
384.75, 376.72
7.31, 471.37
39.02, 445.88
430.25, 112.70
301.58, 389.09
345.41, 48.98
42.05, 104.83
396.82, 238.14
411.59, 1.99
135.37, 322.18
231.35, 378.73
348.29, 178.05
231.58, 410.07
320.85, 252.22
372.19, 404.81
32.64, 75.85
142.63, 399.18
450.15, 257.34
435.95, 173.19
62.01, 154.84
398.55, 494.19
386.20, 227.27
363.09, 259.70
40.87, 176.82
144.43, 291.63
161.32, 194.81
56.86, 129.16
126.11, 161.34
490.12, 5.22
333.75, 170.87
356.31, 494.29
266.92, 109.07
283.26, 22.05
278.63, 493.49
182.85, 438.57
103.90, 101.34
324.80, 464.39
494.33, 205.70
337.08, 405.55
455.21, 266.13
52.57, 41.24
394.66, 489.19
191.99, 455.03
118.52, 148.00
22.29, 38.05
415.91, 83.28
499.39, 220.58
404.97, 469.30
456.52, 126.66
350.00, 390.78
273.11, 491.51
423.12, 382.33
16.66, 457.25
302.32, 111.45
439.03, 114.73
358.27, 128.65
92.41, 95.73
25.83, 125.31
298.44, 238.85
457.61, 203.95
352.24, 16.78
2.48, 213.38
197.14, 424.65
237.45, 491.80
484.32, 51.81
3.90, 486.66
492.71, 248.68
352.35, 65.59
203.85, 87.90
227.65, 411.49
81.26, 327.64
264.03, 129.92
406.34, 330.80
368.70, 327.57
470.44, 10.63
413.85, 178.04
176.18, 3.21
247.69, 163.96
66.11, 260.07
300.20, 117.99
271.12, 33.88
115.41, 427.14
367.32, 308.33
182.56, 332.77
14.49, 52.97
179.36, 418.56
48.56, 400.12
380.94, 102.96
340.20, 295.26
360.17, 119.24
142.75, 13.55
16.01, 362.26
241.05, 430.66
381.69, 286.64
487.47, 459.81
341.19, 141.51
374.20, 441.85
176.89, 49.39
438.01, 484.19
286.67, 206.75
179.99, 331.33
196.34, 344.87
248.07, 136.83
250.88, 36.45
101.11, 270.48
245.15, 244.88
292.48, 396.00
261.67, 481.01
52.36, 236.82
434.71, 81.74
259.34, 392.06
114.84, 323.76
54.38, 442.09
11.70, 156.31
65.51, 466.28
312.80, 156.30
388.98, 287.76
475.13, 31.14
20.26, 189.06
263.76, 293.19
358.82, 330.09
113.09, 34.69
56.84, 166.72
192.05, 152.12
329.88, 215.68
322.10, 53.01
177.34, 173.84
309.17, 152.28
175.19, 97.97
78.17, 498.94
322.40, 182.95
435.59, 155.76
66.02, 280.86
47.23, 62.51
414.83, 379.32
173.78, 13.90
81.31, 276.50
403.48, 223.81
249.85, 273.12
18.81, 149.66
108.06, 452.66
254.87, 426.77
353.22, 61.24
485.94, 112.08
133.62, 273.85
473.20, 300.40
263.68, 431.43
482.98, 138.27
139.36, 16.93
25.25, 120.19
422.81, 307.44
245.46, 495.42
97.40, 74.39
199.84, 499.67
190.74, 242.59
17.77, 187.91
418.02, 354.90
283.96, 378.39
123.24, 436.29
4.77, 280.25
74.30, 64.54
224.30, 138.32
332.36, 203.72
156.72, 438.67
487.47, 285.23
67.56, 300.97
81.01, 212.72
309.27, 267.29
41.07, 85.00
109.89, 101.44
383.11, 98.49
328.12, 239.36
187.22, 265.21
249.03, 36.60
337.95, 336.16
217.65, 133.65
95.35, 405.81
321.67, 434.62
275.36, 468.12
157.85, 349.95
74.37, 484.92
105.90, 146.31
196.65, 252.60
168.62, 199.37
60.76, 109.83
161.67, 88.16
342.89, 315.41
442.93, 71.75
11.54, 163.73
110.40, 192.32
487.60, 82.87
233.75, 103.04
242.81, 369.55
150.29, 347.12
99.43, 79.90
467.79, 384.71
288.25, 50.73
200.03, 356.11
450.22, 6.48
368.44, 268.54
360.10, 312.06
35.78, 299.55
298.17, 3.68
499.95, 305.13
197.11, 480.26
484.17, 192.36
402.25, 38.00
420.99, 21.45
120.03, 386.76
39.64, 214.96
228.48, 306.27
477.42, 280.38
492.90, 167.55
434.51, 494.28
321.50, 406.52
418.86, 174.49
112.01, 474.85
112.48, 138.43
121.80, 77.28
50.32, 466.46
67.13, 472.30
64.81, 296.90
457.96, 444.49
419.82, 377.67
247.72, 468.85
461.76, 158.89
152.55, 226.88
130.04, 451.38
362.82, 242.62
295.17, 419.57
36.39, 150.75
388.45, 375.36
91.60, 10.93
297.51, 337.75
28.61, 28.66
453.69, 380.23
251.77, 4.53
243.76, 476.68
128.83, 1.27
469.24, 398.59
298.66, 68.86
397.89, 440.11
453.15, 77.91
227.74, 40.14
460.42, 187.62
133.44, 4.80
66.37, 178.59
328.63, 274.81
49.72, 216.61
84.94, 468.10
108.27, 422.60
339.94, 298.39
154.56, 435.46
225.68, 62.31
13.21, 55.09
175.36, 461.92
19.24, 222.98
89.08, 462.24
289.97, 67.00
433.07, 102.52
222.55, 464.92
401.45, 145.80
390.89, 288.22
425.94, 353.68
304.89, 487.41
103.11, 50.98
440.02, 132.60
285.58, 95.42
377.04, 255.47
85.04, 197.84
361.47, 104.19
499.17, 251.45
394.07, 398.01
76.28, 59.35
185.43, 3.22
197.02, 444.33
479.36, 320.73
418.96, 370.08
132.09, 288.69
168.92, 116.39
315.17, 423.80
156.37, 276.67
264.23, 474.07
107.16, 12.58
171.18, 368.79
435.99, 50.93
345.36, 330.62
452.33, 22.29
426.87, 434.14
58.94, 191.91
490.06, 147.18
403.61, 380.68
180.47, 315.01
368.35, 497.55
235.44, 201.14
230.11, 100.72
3.41, 376.72
418.54, 268.55
23.74, 398.53
326.42, 19.79
111.28, 100.45
498.26, 355.93
309.43, 58.59
295.24, 424.74
357.27, 441.62
487.74, 383.63
432.47, 320.53
114.43, 464.03
36.26, 443.03
22.30, 336.91
131.36, 286.90
285.88, 337.63
321.48, 100.54
137.43, 391.01
370.49, 71.52
231.40, 438.23
128.00, 214.13
212.39, 267.74
210.81, 115.86
190.01, 486.97
268.13, 150.04
266.40, 241.71
278.95, 208.50
179.31, 126.07
69.30, 140.50
319.57, 414.46
104.27, 497.29
407.12, 471.43
130.66, 147.35
346.21, 45.99
383.53, 169.55
375.59, 461.55
166.85, 469.63
120.37, 379.16
148.97, 95.71
356.83, 330.25
250.40, 300.37
182.07, 273.34
9.30, 275.23
17.42, 476.56
350.84, 17.58
435.14, 20.72
265.02, 410.65
398.33, 58.00
311.86, 280.27
458.26, 81.36
161.92, 222.55
476.19, 326.74
93.65, 431.57
333.35, 180.93
419.62, 309.49
481.55, 48.13
177.72, 129.17
173.18, 347.27
287.28, 296.05
461.06, 220.60
404.23, 448.15
472.39, 351.31
413.07, 393.85
475.61, 157.99
2.53, 247.02
227.32, 83.21
391.53, 12.72
178.73, 3.98
461.54, 341.81
42.84, 6.36
404.31, 21.73
428.04, 336.95
183.67, 492.21
404.57, 156.51
453.90, 258.97
484.01, 141.08
486.70, 266.52
92.46, 164.88
263.13, 180.83
156.57, 194.91
155.86, 101.43
389.20, 465.12
134.36, 237.33
151.17, 295.05
292.19, 132.16
160.79, 126.92
288.27, 147.73
105.50, 442.42
367.84, 382.46
74.55, 186.01
257.70, 108.47
79.18, 191.46
236.78, 122.49
257.54, 118.95
116.33, 449.01
33.93, 100.38
207.24, 438.75
73.84, 499.71
133.14, 48.25
396.40, 340.56
478.01, 315.16
491.27, 303.62
278.71, 225.63
447.95, 457.22
287.49, 237.93
469.04, 421.87
178.31, 132.06
199.45, 85.36
73.74, 475.57
0.58, 261.07
172.18, 198.45
380.45, 107.71
255.38, 486.68
183.92, 451.69
223.07, 5.22
24.76, 95.64
219.03, 296.85
60.74, 286.99
141.57, 183.34
116.47, 269.48
490.66, 186.82
81.87, 320.57
445.79, 61.91
256.83, 242.27
119.58, 472.75
387.14, 113.88
357.66, 384.12
208.52, 35.91
52.06, 247.34
56.77, 317.15
175.48, 191.77
438.74, 176.46
367.03, 188.73
183.91, 82.24
273.64, 138.48
358.25, 165.08
36.33, 20.62
2.03, 330.34
158.71, 392.07
168.15, 104.62
354.98, 112.95
36.73, 234.32
265.78, 66.06
47.94, 83.38
475.30, 433.56
419.71, 363.10
382.10, 199.73
186.89, 91.48
362.48, 421.69
386.87, 409.94
231.59, 146.98
411.72, 90.01
176.96, 480.91
452.08, 141.98
87.70, 233.72
488.69, 216.59
171.41, 175.82
227.70, 19.87
317.97, 323.36
251.43, 249.05
131.87, 171.52
344.56, 223.12
201.52, 172.25
333.84, 182.05
156.71, 104.07
359.68, 53.11
85.35, 180.11
188.55, 338.08
316.33, 227.77
331.71, 150.45
375.96, 356.86
491.26, 126.95
283.49, 421.31
464.47, 239.53
134.20, 450.64
4.58, 94.36
230.53, 383.54
92.48, 0.18
7.76, 417.51
371.13, 389.56
181.39, 364.42
407.01, 300.03
73.32, 414.82
