216.93, 223.18
269.17, 221.99
239.08, 222.23
232.68, 209.73
261.86, 249.50
231.62, 255.69
231.80, 251.27
240.98, 229.85
265.59, 252.70
280.02, 215.27
283.15, 255.96
258.41, 243.68
251.66, 235.75
234.00, 248.22
228.28, 270.40
249.71, 213.75
274.26, 235.79
228.63, 258.33
267.03, 260.48
251.29, 243.08
213.99, 258.73
247.48, 268.61
279.89, 253.91
240.33, 202.25
267.45, 271.25
245.04, 245.51
298.28, 252.46
256.13, 232.97
232.80, 274.37
256.72, 229.40
270.57, 227.19
271.07, 264.91
228.18, 235.34
212.16, 246.10
313.16, 269.95
276.86, 299.48
249.57, 276.55
286.83, 261.03
272.85, 248.89
257.73, 251.99
239.00, 272.04
257.38, 260.85
256.45, 213.25
273.60, 243.91
259.40, 237.50
236.44, 192.84
265.15, 199.64
235.58, 211.04
240.17, 262.51
275.07, 247.48
269.25, 235.07
274.29, 241.38
228.02, 272.64
282.17, 244.31
265.01, 254.62
251.15, 275.36
263.68, 274.72
256.25, 237.01
273.38, 255.73
217.24, 239.23
230.94, 254.56
242.05, 289.48
250.20, 190.88
253.37, 258.61
250.49, 272.42
238.88, 231.09
241.22, 229.20
214.69, 251.44
222.82, 244.47
297.03, 272.59
254.96, 259.60
252.99, 258.66
300.43, 222.93
264.54, 223.70
258.03, 206.50
230.55, 264.74
277.45, 243.10
268.21, 220.68
254.54, 236.01
224.58, 262.60
290.77, 229.74
249.07, 223.08
259.49, 302.34
278.84, 246.02
248.99, 276.87
283.86, 246.80
266.51, 258.11
248.99, 262.30
246.95, 182.36
265.75, 218.51
247.52, 257.04
234.97, 225.09
231.69, 228.67
243.58, 243.05
253.43, 281.07
245.78, 220.08
256.78, 219.07
243.55, 230.09
273.39, 240.25
278.16, 247.69
265.19, 237.95
276.32, 257.93
239.80, 249.84
237.58, 242.10
270.35, 240.52
250.63, 259.91
240.77, 249.50
222.12, 255.73
284.90, 236.30
219.41, 292.56
278.12, 269.46
239.93, 269.66
253.96, 259.68
267.69, 269.65
259.71, 220.10
264.93, 230.01
226.39, 210.82
253.54, 234.88
229.00, 254.25
271.87, 281.89
271.56, 267.26
261.84, 250.12
254.99, 235.79
298.96, 212.13
278.09, 231.01
259.88, 231.43
271.00, 267.16
241.53, 248.41
288.97, 258.98
268.88, 259.24
243.09, 266.29
238.25, 227.80
274.98, 218.83
237.72, 233.95
257.93, 252.63
223.47, 266.42
245.46, 283.59
243.73, 270.23
245.78, 250.50
224.93, 297.46
254.95, 253.87
288.60, 236.63
220.87, 240.38
266.01, 264.27
254.50, 232.67
243.99, 245.95
246.05, 291.28
247.62, 246.04
242.88, 219.06
264.79, 213.56
254.22, 221.19
253.59, 267.25
254.70, 266.09
252.34, 257.64
225.76, 214.19
275.83, 257.71
219.34, 249.09
264.83, 249.75
217.57, 231.42
249.17, 246.34
228.93, 217.77
235.33, 237.09
252.92, 233.44
236.53, 260.55
250.97, 233.08
225.54, 283.31
212.33, 278.41
232.77, 260.12
265.29, 218.95
271.15, 240.79
230.39, 259.28
225.31, 245.13
255.08, 226.92
274.75, 238.94
254.84, 269.42
268.74, 207.22
247.14, 233.57
268.74, 247.24
258.83, 245.62
290.64, 243.34
257.60, 225.19
203.44, 204.53
249.55, 295.26
248.22, 263.87
257.37, 243.98
259.22, 262.64
237.90, 246.61
272.95, 240.68
263.48, 236.90
211.28, 228.49
228.76, 241.78
261.48, 216.09
233.50, 255.35
258.60, 261.62
255.80, 284.70
252.37, 233.57
243.83, 283.80
236.74, 242.75
226.73, 286.48
260.37, 284.07
266.63, 279.32
251.46, 289.58
231.75, 210.27
225.98, 237.31
240.74, 244.01
234.49, 253.17
264.85, 248.71
274.40, 293.90
255.49, 241.05
251.13, 262.01
256.95, 266.30
250.31, 255.20
265.15, 230.06
174.86, 262.12
252.47, 278.91
231.86, 253.98
255.18, 263.66
253.57, 211.62
252.98, 232.95
232.52, 264.20
256.58, 262.86
228.35, 278.47
286.95, 230.75
237.22, 261.61
237.86, 186.24
251.58, 206.62
274.37, 258.84
231.94, 270.70
228.13, 258.65
251.30, 256.98
265.14, 223.63
246.40, 275.72
244.73, 185.39
264.20, 244.40
243.91, 258.43
237.75, 221.34
216.43, 244.49
287.60, 251.26
232.70, 246.20
284.48, 290.42
254.25, 255.39
252.38, 264.46
240.29, 273.93
252.36, 225.23
226.57, 241.96
280.44, 225.77
227.58, 224.40
250.62, 237.15
306.07, 210.31
300.09, 249.81
239.74, 222.44
268.22, 255.76
223.70, 242.83
290.99, 265.66
238.05, 211.35
253.89, 263.73
248.00, 237.89
255.30, 260.99
243.41, 265.81
260.55, 269.05
261.03, 247.67
314.18, 241.76
239.38, 272.63
259.00, 256.37
226.16, 228.37
273.54, 306.26
243.08, 310.59
247.02, 261.52
238.47, 267.11
254.76, 273.98
245.69, 253.45
260.93, 218.44
208.35, 240.69
293.38, 276.26
290.86, 274.71
230.78, 276.99
254.69, 225.85
230.16, 272.54
270.32, 254.54
250.46, 252.14
264.60, 272.74
261.04, 222.25
255.61, 251.32
232.90, 226.68
228.85, 222.55
235.96, 249.46
232.38, 220.83
250.55, 185.81
255.28, 277.74
256.70, 232.28
254.58, 244.43
272.12, 242.63
257.21, 213.50
231.22, 247.29
226.95, 280.78
272.82, 241.28
243.98, 294.15
237.83, 215.54
217.87, 261.61
290.95, 245.27
204.92, 192.93
279.27, 245.28
284.22, 252.56
214.44, 243.54
251.93, 222.69
228.87, 270.05
268.33, 272.03
232.59, 246.21
219.66, 285.74
276.47, 311.14
261.09, 271.78
275.63, 256.78
278.63, 259.52
238.96, 217.06
272.55, 270.44
251.16, 272.69
240.15, 215.49
228.67, 226.93
268.43, 294.77
255.27, 255.02
235.44, 286.59
272.09, 235.08
249.26, 246.82
263.08, 296.95
254.72, 244.34
236.76, 239.46
255.77, 260.46
262.81, 237.70
280.31, 239.92
258.54, 267.98
285.13, 247.96
255.10, 256.67
272.75, 239.29
242.40, 241.18
209.99, 256.97
276.73, 255.12
272.29, 241.35
241.74, 226.85
243.40, 254.37
222.40, 280.68
264.08, 270.62
241.67, 252.29
272.45, 257.34
232.29, 265.86
237.83, 248.52
250.48, 220.00
268.86, 250.62
269.94, 270.43
214.83, 254.20
288.85, 287.08
222.10, 224.65
235.52, 255.01
264.33, 258.89
257.16, 241.99
244.35, 255.52
249.14, 264.96
247.70, 245.46
262.56, 272.47
246.82, 270.11
246.47, 227.46
240.58, 209.04
